Chunk_ID,Chunk_Index,Content,Content_Length,Quality_Score,Reliability,Source_Type,Original_Content,Enhancement_Version,book_name,chunk_index,enhancementTimestamp,enhancementVersion,filename,grade,processing_method,publisher,qualityMetrics_chineseCharRatio,qualityMetrics_coherenceScore,qualityMetrics_lengthScore,qualityMetrics_ocrConfidence,semester,source,source_file,subject,total_chunks
义务教育教科书_·_数学四年级上册_chunk_10,10,的在 日常生活 中， 人们 经常 使用 近似数。 大约 18 万步。 千万 步。 ES\nBw |\nFLET 村\n1a2068 218309\npWFy\n张阿 姨 Frsk\n张阿姨说 的 18 万步 是怎么得 出的 ? 村阿姨说 的 22 万步 又是\n怎么得 出的 ?\n182068 ~180000 218309 =220000\n小于 5， 把它 和右面的 大于 5， 向前 一位 进 1， 再把 它数 全会 去， 改写成 0。 和右面的 数全 传去， 改写成 0。 182068 ~<18 万 218309 =22 万这 种求 近似数 的方法叫 “四人 金五 入 ?” 法。 是 “会 ” 还是 “N， 要看 省略 的尾数部 分的 最高 位上 的数 是小 于 5 还是 等于 或大 于 5。 从做 一做\n2018 年 8 月 5 日， 中国 科学 技术馆 接待参观者 达 56023 人次。 本和\narea\naaa\naaa\n13,413,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学四年级上册,10,2025-07-21T14:23:07.010Z,2.0,义务教育教科书 · 数学四年级上册,四年级,ocr,unknown,0.5454545454545454,0.5,0.413,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学四年级上册.pdf,义务教育教科书_·_数学四年级上册.json,数学,81
义务教育教科书_·_数学四年级上册_chunk_11,11,4 练习二\nO) 比较下 面每 组数 中两 个数 的大 小。 98965 () 100000 208808( ) 99999\n70060 人) 70201 30500000 () 3050000\n@ 下面 画线 部分 哪些是 近似数 ? 哪些是 准确数 ?\n(1) 小明 身高约 140 厘米， 体重 约 35 千克。 (2) 四 (2) 班有 45 人， 全校 有 730 人。 (3 ) 珠穆朗玛峰 海拔 为 8800 % K.\nRE Se\nAb ®\n二二\n回下 面是 我国 第七 次人 口普查部 分地 区的 数据， 求出 各数 的近似数\n( 省略 万位 后面 的尾数 )。 地区 | 人 p 数 | 人 D 数 /万上 上海 | 24870895 | |\n山西 | 34915616 |\n浙江 | 64567588 |\n湖南 | 66444864 |\n广西 | 50126804 | |\n云南 | 4720921 | |\n你还 想了 解其 他地 区的 人口 数吗 ? 请到 互联网 上查 一查。 14 O 先写 出横 线上 的数， 再省 略万 位后 面的 尾数求 出近似数。 (1) 2017 年故宫博物院 宣布， 有藏品一 百八 十六 万二 二六 百九 十件， 其中 珍贵文物一 百六 十八 万三 千三 百三 十六 件。 (2 ) 2020 年， 我国 的 “奋斗者 ”号全 海深 载人 潜水器 成功 坐底 一万 零九 百零 九米 深的 海沟。 5 在 O 中填 上 “> 一” 或 “_» R\n53780 () 62500 30300 () 30030\n89500 () 101210 756420( ) 756542\nO 根据各 行星到 太阳的 平均距离， 分别 写出 它们的 名称。 于 — C\ntf 6 <BO\nm mwY “8 a\n区 RE\nxm |\nao |\nec |\nia\nxl as\nCA aa\nCo ||\naa |\n15,823,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学四年级上册,11,2025-07-21T14:23:07.010Z,2.0,义务教育教科书 · 数学四年级上册,四年级,ocr,unknown,0.4716981132075472,0.7999999999999999,0.823,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学四年级上册.pdf,义务教育教科书_·_数学四年级上册.json,数学,81
义务教育教科书_·_数学四年级上册_chunk_12,12,"生生数 的产生 )\n吉时 候， 人们 在生产劳动中 逐渐有 了记 数的 需要。 和实物记 数结 绳记 数战 LY: 本区 局\n< |\n人人 人 AKC <\n刻道 记数\n后来 人们 发明了一 些记 数符号， 这些 记数 符号就 叫作 数字。 业 / 了 77\n忆比 伦数字 rr rm 中下 下殉 和下\n中国 数字 | | IN T 开光责\n罗马数字 : TI V V VTI WT K\n各个 地区 的数字不 同， va 交流起 来很 不方便。 YA 天\n16 经过 很长 时间， 才逐渐统一成 现在通用的 阿拉伯 数字。 表示物体个 数的 1,， 2，3，4，5，6，7，8，9，10，11，…\n都是 自然数。 一个 物体也 没有， 用 0 表示，0 也是 自然数。 所有 的自然数 都是 整数。 最小 的自然数 是 0, 没有最 大的 自然数 ,自然数 的个 数是 无限 的。 4 人\n@ 你知道吗 ?\n~33 人外\n12345 |\n入人 天 QQ。， 6 7 89 0\n大约 在 3 世纪时， 印度 人发 ”| 后来， 这种 印度数字传 到了\n明了一 种特殊的 数字。。。。 | 阿拉伯。 .\n大约 在 12 世纪时， 阿拉 伯 7 9\n商人又 把印度数字带 到了 欧 “ | 慢慢 地， 阿拉 伯数字成 为一\n洲， 欧洲 人称 它们为 “阿拉 “| 种通用的 数字。 伯数 字 ” D ee 32\n17",604,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学四年级上册,12,2025-07-21T14:23:07.010Z,2.0,义务教育教科书 · 数学四年级上册,四年级,ocr,unknown,0.677570093457944,0.5,0.604,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学四年级上册.pdf,义务教育教科书_·_数学四年级上册.json,数学,81
义务教育教科书_·_数学四年级上册_chunk_13,13,"上十 进制 计数法 )\n在生产和 生活中 往往会 遇到 比亿 大的 数。 (1 ) 现代科学研究表明， 人一 生心 跳 25 亿 ~30 亿次。 (2 ) 第七 次全 国人口 普查结果 : 全国 总人 口为 1443497378 人。 从一 亿开 始， 还可 以继续数 下去 :\n10 个一 亿是 十亿， 10 个十 亿是 一百 亿， 10 个百 亿是 一二 亿。 个 (一 ) 、 十 、 百 、 千 、 万人 …… 亿 、 十亿 、 百亿 、 千亿 都是\n计数单位。 用阿拉伯 数字 写数 时， 要把 计数单位按照一 定的 顺序排列起 来。 数级\n计数\n单位\n像这 样每 相邻 两个 计数单位之 间的 进率 都是 十的 计数方法叫 作十 进制 计数法。 18 和亿 以上 数的 认识 )\n本 [\n[= =\n1 全避\n2 人一 、 人 8\nos 1Y 二世界人 口知 炙少\n试读 出下 面各 数。 千百 十亿 ' 千百 十万 , 千百 十个\n亿亿 亿 ;万万 万位 位位 位 ;位位 位位 ;位位 位位\n8 0 0 0 0 0 0 000 读作 :人十 亿 —\n100:4000:2000 读作，， 4003;0500;0000 读作\n亿以 上的 数怎么读 ?\n下、 | 读完 亿级 或万 级的 数， 要二 3\n二高 级读 起 ……. 中 |\n人 :\n\ 还要 注意什么位 置上 的 0 不读， 什 3\n人勾 位置 上的 0 要读， 读几 个 0。 一于\n依做 一做 |\n读出 下面 各数。 92 0000 0000 267 0500 0000\n5080 4000 3000 3 0070 0400\n19",703,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学四年级上册,13,2025-07-21T14:23:07.010Z,2.0,义务教育教科书 · 数学四年级上册,四年级,ocr,unknown,0.6316872427983539,0.5,0.703,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学四年级上册.pdf,义务教育教科书_·_数学四年级上册.json,数学,81
义务教育教科书_·_数学四年级上册_chunk_14,14,"网 surask.\n千百 十亿 ! 千百 十万 , 千百 十个\n亿亿 亿万 万万\n位位 位位 ;位位 位位 ;位位 位位\n= 人人: 8:0000:0000\n三十 亿九 千万 : 30:9000:0000\n七千 零三 亿零 二二 万:\n亿以 上的 数该 怎么写 ?\n哪个数位上 一个\n这个 % ) 人站 、\nj KR pi s\n则切 高级 写起 那个数位上 写 0。 心 | )\n>\nfo| 把下 面各 数改 写成用 “ 亿 ” 作单位的 数。 200000000=2 亿\n1000000000 = ___ 1\n530500000000=____ 4z 下人\n乡做 一做\n@ 二十 五亿 写作 :\n四百 九十 亿零 六十 万写作 :\n五千 零四 亿零 七百 万写作 :\n人写 出下 面各 组数。 (1) 三十 三十 万三 十亿\n(2) 一百 零七 一百 零七 万一 百零 七亿\n加把 下面 各数 改写成用 “ 亿 ” 作单位的 数。 46000000000=____4z 70500000000=_ 亿\n20 我们 学过 用 “四伟 五入 ”法求 一个 亿以 内数 的近似数。 如\n729380=73 万。 比亿 大的 数， 也可 以用 同样的 方法求 出它们的 近似 数。 11] 省略 下面 各数 亿位 后面 的尾数， 求出 它们的 近似数。 TO ~ 10 亿千 万位 上的 数小 于 5， 把亿 位后 面的 尾数舍 去。 9676540000 = 亿千 万位 上的 数比 5 大， 该怎么办 ?\n从做 一做\n\n省略 下面 各数 亿位 后面 的尾数， 求出 它们的 近似数。 (1) 923456000 = 亿 950228500 = 亿\n\n(2) 428000000 5260230000 49692000000\n\n人 4\n@ 你知道吗 ?\n1234567 8 9\n纵式 : R11\nBx:——===11L4L\n\n在我 国十 代， 人们 曾用 算",827,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学四年级上册,14,2025-07-21T14:23:07.010Z,2.0,义务教育教科书 · 数学四年级上册,四年级,ocr,unknown,0.5324459234608985,0.7999999999999999,0.827,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学四年级上册.pdf,义务教育教科书_·_数学四年级上册.json,数学,81
义务教育教科书_·_数学四年级上册_chunk_15,15,省略 下面 各数 亿位 后面 的尾数， 求出 它们的 近似数。 (1) 923456000 = 亿 950228500 = 亿\n\n(2) 428000000 5260230000 49692000000\n\n人 4\n@ 你知道吗 ?\n1234567 8 9\n纵式 : R11\nBx:——===11L4L\n\n在我 国十 代， 人们 曾用 算， 0 用算 筹记 数有 两种 摆法。 筹记 数。。。 2 9 3 0 6\n用纵横相间的 方式表示一 最初 没有 0 的记 法， 后来 用个 数。 | 空一 位的 方法来 表示 0。 3\n21 4 练习三\nO 一个 五位 数， 它的 最高 位是 什么位 ? 一个 九位 数呢 ? 一个 十二\n位数 呢 ?\n名写 出一 些多 位数， 说一 说每 个数字所 在的 数位和 表示的 含义。 3 在百 万位， 表示] %° [143200000]%8\n\nRAR\n本 QQ\n© 读出 下面 每组 数。 (1) 65 65 0000 65 0000 0000\n(2) 4075 4075 0000 4075 0000 0000\n(3 ) 3500 3500 0000 3500 0000 0000\nO 用自己喜欢的 方法， 又准 又快 地读 出下 面各 数。 206410000 110403060 60702010000\n625000000 2080000000 309000500000\n回写 出下 面各 数。 二亿 四千 万入 百四 十亿 九千 三百 万五 亿零 六百 二十 万六 百零 四亿 五千 万三 十亿 八千 零七 万二 千零 六十 亿零 九万\nO 写出 一个 九位 数和 一个 十位 数。 你知道最 大的 九位 数是 多少 吗 ?\n最小 的十 位数 呢 ?\n@ 把下 面的 数改写成 用 “ 亿 ” 作单位的 数。 3000000000 2400000000 503000000000\n22,815,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学四年级上册,15,2025-07-21T14:23:07.010Z,2.0,义务教育教科书 · 数学四年级上册,四年级,ocr,unknown,0.46243739565943237,0.7999999999999999,0.815,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学四年级上册.pdf,义务教育教科书_·_数学四年级上册.json,数学,81
义务教育教科书_·_数学四年级上册_chunk_16,16,"上计算工具的 认识 )\n为了 计算方便， 人们 发明了各 种各 样的 计算工具。 『 | 55SEES\n局 |\n|\nHl 站两 千多 年前， 中国人用 算筹 计算。。| 一千 多年 前， 中国人发 明了算盘。 .， CN\n17 世纪初， 英国人发 明了计算尺。 |，，， o| 计算器。 2\n| 上上 民有 |\n1: SEENT ER\n| | 本 ja] 司 x] 时\n=FFH\nf ZEL 二\n20 世纪 40 年代， 美国人发 明了世 20 世纪 70 年代， 英国人 发明\n界上 第一 台电子 计算机。 .| 了电子计算器。 :\n随着 科学技术的 进步， 电子 计算机 的运算速度不 断提 升。 我国\n的神威， 太湖之 光超 级计算机 1 秒钟 能计算超过十 亿亿 次。 加 |\n| 1\n23 和备 熏 )\n算盘是 我国 古代 的发 明， 是我 国传统的 计算工具， 曾经 在生产和 生活中 广泛应 用， 至今 仍然发 挥着 它独特的 作用。 RS\n=y| U E ETaS\n站二 页直 丰由 直面这 机你 知道算 得的 1 闫上 环\nTe\n\nsimen\n关于算盘你 还知道什么 ? \\n你能 分别 写出 下面 算盘表示的 数吗 ?\npAR ta 4 花万 写广 万千 百十 个汪汪\nPITOUTIE TROYTT eer\n602 ~ ~\n24 上有 计算器 )\n计算器 是目前人 们广泛使 用的 计算工具。 EEC 了信 、\n四站 由机 全一 一\nHE 个全\n| 5 | ame | 3 元 | ES\nECDIS3 \9 到\n eea n =\n — a\n|\n下面 是一 种计算器。 (of\n\n能 ? 和同学交流一 下。 梧国 国国 轨日 | 二国 国加 图 ,| 口 || . 曼\nLOjooL\n开机键\n25",758,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学四年级上册,16,2025-07-21T14:23:07.010Z,2.0,义务教育教科书 · 数学四年级上册,四年级,ocr,unknown,0.6261682242990654,0.7999999999999999,0.758,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学四年级上册.pdf,义务教育教科书_·_数学四年级上册.json,数学,81
义务教育教科书_·_数学四年级上册_chunk_17,17,"12) BRT&EGYR, RitEEE—5,\n386+179=\n全全 muE 站 | 本本 加 o\n自己试 试看。 825-138= 26%39= 312+8=\n13 用计算器 计算下 面左边各 题。 9999 X 1 =9999\n9999 Xx2 = 9999 X5b =\n9999 x = 9999 X 7 =\n9999 x 4 = 9999 x9 =\n不用 计算器， 你能 直接写 出上 面右 边各 题的 答案吗 ?\n仇做 一做\nO 用计算器 计算下 面各 题。 55846+7646 13027-8934 66280x23\n6908x37 111111111+9 395412+10589\nO 用计算器 计算下 面左边各 题， 再试 着不 用计算器， 直接 写出 下面 右边各 题的 结果， 并用 计算器 进行检验。 111105 + 9 =\n9+9=1 1111104 = 9 =\n108 + 9 = 11111103 + 9 =\n1107 = 9 = 111111102 + 9 =\n11106 + 9 = 1111111101 + 9 =\n26",480,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学四年级上册,17,2025-07-21T14:23:07.010Z,2.0,义务教育教科书 · 数学四年级上册,四年级,ocr,unknown,0.27624309392265195,0.7999999999999999,0.48,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学四年级上册.pdf,义务教育教科书_·_数学四年级上册.json,数学,81
义务教育教科书_·_数学四年级上册_chunk_18,18,"4 @ 你知道吗 ?\n你知道计算器 上的 人国 、B 国 、D 键有 什么用 途吗 ?\n酉四国因 四加\n局国 贺国 罗四\nEEE x=]\n十十 二世间加 可叫 [ 可用 计算器 计算时， 如果 遇到 要重复用 一个 数， 可以 先把\n这个 数用 贺轩 储存起 来， 需要 时用 葬图 提取， 不需要时 则用\n[NG 清除撞。 我们 来试 一试。 123+16= 123-16= 123X16=\n方法一 : 先按 园加 图国 把 123 存起 来， 再接着按 ;\n123+16=? MRH165139\n123-16=? MR=ABE107\n123x16= ?7 MRX1651968\n方法二 : 先按 团 @R 国把 16 存起 来 ,再接着按 :\n123+16= ?888EE139\n123-16=? H2BEHMRE107 的数 清除掉 !\n123x16=? [BJNMRS1968\n用 [ 国也 可储存计算结果。 如 : 人\n37x12+46x9=7 327x12MH 一 46x49HMPRB\n672:- (139-115) =? Hggaddgva 一 602 昌 MBRB\n27 4 练习四\n人印 用计算器 计算。 128+284 371+7 36+228-179\n532-178 45x77 353-95+483\n@\n先笔算， 再互相几\n我们 每人 出 = . 名一 计算器 验算一 下。 全人\n是且 站\nNZ 人\n¢== < Ea *\\n x: 并 | 坝 |\n这是 一张 购买 文具的 标 _- _\n人 @ 这是 一张 购买文具的 村品名数量 ”单价元 ”金额元\n据 , 请填 出相应的 全额。 ia 1 2\n先笔算， 再用 计算器 验订 书机 22 个 15 I—\n算一 下笔记本 ”290 本 3\n合计 —\n名用 计算器 算出下 面各 题的 积， 找一 找有 什么规律。 1x1=\n11x11 =\n111 x 111 =\n1111 x 1111 =\n11111 x 11111 =\n111111 x 111111 =\n28",871,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学四年级上册,18,2025-07-21T14:23:07.010Z,2.0,义务教育教科书 · 数学四年级上册,四年级,ocr,unknown,0.41743119266055045,0.5,0.871,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学四年级上册.pdf,义务教育教科书_·_数学四年级上册.json,数学,81
义务教育教科书_·_数学四年级上册_chunk_19,19,回看 谁算得又 对又 快。 > 但器 算得还 快 ?\nfi 网兮\nil 站\nWA #* \\nAN 羽你 知道李 华是 怎么算 的吗 ? L¥ ER\nO 写出 几个 多位 数， 读一 读。 @ 写出 下面 各数， 再省 略亿 位后 面的 尾数， 求出 它们的 近似数。 四亿 九千 九百 七十 万二 亿零 八百 七十 六万\n五十 亿八 千三 百万 六百 二十 九亿 四二 万回 比较下 面每 组中 两个 数的 大小。 26090800000 O 26900800000\n7451030000 O 54284000000\n(0] 我用 计算器 算的， 二， 不可 能是 四位 数。 SS “W\n下\nhp 全下 面的 结果也 是用 计算器 算出来 的， 估计 一下， 结果 合理 吗 ?\n分析 一下 错误原因。 356+175=181 179 - 86 =265\n38X 45=1748 395+5=390\n29,403,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学四年级上册,19,2025-07-21T14:23:07.010Z,2.0,义务教育教科书 · 数学四年级上册,四年级,ocr,unknown,0.5547945205479452,0.7,0.403,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学四年级上册.pdf,义务教育教科书_·_数学四年级上册.json,数学,81
义务教育教科书_·_数学四年级上册_chunk_20,20,ER 人些 理和 复习全\n在本 单元， 我们 学习 了哪些知识 ? 先把 所学 的知识要 点按 顺序\n写下 来， 再把 它们分 类整理一 下。 @ 填写下 面的 数位顺序表， 并完成后 面的 问题。 思国 因由四 内内 办办 内办 办内 四计数单位\n(1 ) 每级 的数位 、 计数 单位有 什么相同点 ?\n(2 ) 想一 想 : 怎样能 准确地 读出 一个 多位 数 ? 再读 出下 面各 数。 60308700000 269008000\n分级 读 、 写多 位\n(3 ) 想一 想 : 怎样能 准确地 写出 一个 | 数有 什么好 处 ?\n多位 数 ?” 再写 出下 面各 数。 二十 五亿 三千 零九 万 K-\n五百 一十 亿零 二百 零七 万 A\n(4) 为什么有 时要 把一 个多 位数 改写成一 个用 “万 ”或 “ 亿 ”\n作单 位的 数 ? 你知道如 何用 “万 ”或 “ 亿 ” 作单位， 求出\n一个 数的 近似数 吗 ?\n@ 想一 想 : 怎样比较两 个数 的大 小 ? 再比较下 面每 组中 两个 数的\n失败总\n123150000 O 90780000\n7036400000 O 7963000000\n30,514,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学四年级上册,20,2025-07-21T14:23:07.010Z,2.0,义务教育教科书 · 数学四年级上册,四年级,ocr,unknown,0.6925207756232687,0.5,0.514,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学四年级上册.pdf,义务教育教科书_·_数学四年级上册.json,数学,81
义务教育教科书_·_数学四年级上册_chunk_21,21,"4 练习五\n@@ 项空。 (1) 631020500 是 ( ) 位数， 它的 最高 位是 ( ) 位。 3 在 ( ) 位上 ,十万 位上 是 (。 )。 (2) 5 个千 万 、7 个十 万和 8 个千 是 ( ).\n(3) 38204000000 里有 ( ) 个亿 和 ( ) 个万。 (4) 930701000 =900000000 + 30000000 + ( )+( )\n人回 写出 下面 各数， 再省 略万 位或 亿位 后面 的尾数， 求出 它们的 近似 数。 四百 万五 千九 百本 和三 亿入 千四 百零 人万\n一千 堆三 亿三 千九 百万\n© ” 按规 律写 出下 面右边各 算式的 得数， 并用 计算器 验算一 下。 999 x2=1998 999 X6 =\n999 X 3 =2997 999 X7 =\n999 X 4 = 3996 999 X 8 =\n999 X 5 =4995 999 X 9 =\n人 @@ 两个 同学一 组， 准备 两套 ” 加 DOOOOO ooooDOo\n0~9 的数字卡片。 两人 轮 N\n流摸 卡片， 每次 摸一 张， &\n把摸 到的 数字写 在自己先 © 二定 的那 组空格的 某一 格里。 £ 1\n谁写 的数 大， 谁就 获胜。 En\n31",550,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学四年级上册,21,2025-07-21T14:23:07.010Z,2.0,义务教育教科书 · 数学四年级上册,四年级,ocr,unknown,0.4739583333333333,0.7999999999999999,0.55,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学四年级上册.pdf,义务教育教科书_·_数学四年级上册.json,数学,81
义务教育教科书_·_数学四年级上册_chunk_22,22,"回 ”比较下 面每 组中 两个 数的 大小。 260800( ) 27 万 500000000 () 5 亿\n4000000 () 40 万 297860000 () 3 亿\n@@ 在 | | 里填 上合适的 数。 9| [8765000~94z 3562100000<| |103270000\n69| |000=70 万 2| |00800000>2810800000\n人先 想想 下面 的题 哪些适合用 笔算 ,哪些适合用 计算器 算， 再计算。 222222222:9=\n999-899+900+333+222=\n1+2+3+4+5+95+96+97+98+99= __\n27x24+321-165+456=\nO 用计算器 计算每 组前 三题， 再根据规律写 出其 他算式的 得数。 9x9= 1x8+1=\n98x9= 12x8+2=\n987x 9= 123x8+3=\n9876x9= 1234x8+4=\n98765 x 9 = 12345 x8+ 5=\n987654x9 = 123456x8+6=\nII 0\n本单元结束了， 和人 人于 人 K 半二\n你有 什么收获 ? 相成 长小 档案全-\n全站\n32 你能 想象 1 亿有 多大 吗 ?\n我们 来看 看 1 亿张 纸 | 可以 先量 出 100\n| 人\na& ® 也可 以先 量站， 2 AN 内出 1000 张纸\n/51 了 ss | 的厚度。 f Sa\n) N\n这样 算下 去，1 亿张 纸控 起来 大约 有那 10000 张多 1 万米 襄呢 1 哇， 比珠 称归\n有多 厚呢 ? 玛峰 还高。 汉代， 动全 | 对。 9\n | 人是 站于 AL\n小组 成员 : 一天 一活动名 称 : 一活动步骤 : 人结论 ;:\n你们 组选 什么 进行研究呢 ?\n和其 他小 组交流一 下你 们的 方案。 &\n33",785,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学四年级上册,22,2025-07-21T14:23:07.010Z,2.0,义务教育教科书 · 数学四年级上册,四年级,ocr,unknown,0.38954468802698144,0.7999999999999999,0.785,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学四年级上册.pdf,义务教育教科书_·_数学四年级上册.json,数学,81
义务教育教科书_·_数学四年级上册_chunk_23,23,"\ 2 公顷和 平方千 炒\n(1] 测量土地的 面积， 可以 用 “公顷 ” 作单 位。 TS\n证\nns 出一 “ 乌般 ” 真壮观呀 ! 它的\n和汪汪而 积约 20 公顷。 TS\n5 H28 RH =-\n; g\n4 时 | 二本 rg =\n边长 是 100 米的 正方形 的面积是 1 公顷。 1 公顷 =10000 平方米\n400 米跑道围 起来 的部 分 | 展开一\n的面积大 约是 1 公顷。 SSE)\n全 . 本 2\n5 SN 于三。 :全 7 ~\n[&) ¢ - -\n乡做 一做\n在操场上 量出 边长 是 10 米的 正方形， 看看 它的 面积有 多大。 (， ) 个这 么大 的正方形 的面积是 1 公顷。 34 (2] 计量比较大 的土地面积， 常用 “平方干 米 ”( km ) 作单 位。 我国 陆地领土面积约 为 960 万平方千 米。 |\nY 所有 多大 ?\n此 >\n边长 是 1 千米 的正方形 的面积是 1 平方千 米。 1 平方千 米 =1000000 平方米 =100 公顷\nLS Ce 1 平方千 米比 2 个\nww 和 Zala 二本 - 天安 门广场还\n二和 和四\n乡做 一做\n“ 岛村 ” 的占 地面积约 为 20 公项，(。) 个 “ 乌梨 ”的占 地面积约 为 1 平方千 米。 4\n@ 你知道吗 ?\n早在 两千 多年 前， 我国 劳动人 民就 会计算土地的 面积。 我国 还用 “ 亩 ” 作土 地面积单位， 一亩 约等 于 667 平方 米。 现在 ,“ 亩 ”这个 单位已 经不 是我 国的 法定 计量单位了。 35",683,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学四年级上册,23,2025-07-21T14:23:07.010Z,2.0,义务教育教科书 · 数学四年级上册,四年级,ocr,unknown,0.6560509554140127,0.5,0.683,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学四年级上册.pdf,义务教育教科书_·_数学四年级上册.json,数学,81
义务教育教科书_·_数学四年级上册_chunk_24,24,4 练习六\n全量 出学 校操场的 长和 宽， 计算出它 的面积， 看够 不够 1 公顷。 加 7 公项 = (人 ) 平方米 60000 平方米 = ( ) 公顷回 (1) 故宫博物院 的占 地面积约 72 公项， 合 ( ) 平方米。 ae 人\n(2 ) 颐和园的 占地 面积约 3000000 平方米， 合 【 ) 公顷。 回一 个游泳池 长 50 米， 宽 25 米， 多少 个这 样的 游泳池 的面积是 1 公项 ?\n回在 ( ) 里填 上适当的 面积单位。 (1) 国家游泳中 心 (“ 水立方 ”) 的占 地面积约 6( )。 (2 ) 香港特别行政区 的陆地面积约 1106 ( )。 (3 ) 一间 教室的 面积约 63( )。 36 ® 5 平方千 米 =(， ) 公项\n12000000 平方米 =( ) 公项 =( ) 平方千 米\n@ 如果 1 平方 米能 站 12 人， af 本 < 本-\n全入 次估\n1 公顷大 约能 站多 少人 ? 中 SSE\n1 平方千 米大 约能 站多 少人 ? {l RNA\nda 人剖\n站 | 关\nRE\nO 下面 是我 国面积最 大的 六个 省 (自治区 ) ( 单位 : 平方千 米 )。 <\nZh\n黑龙江 : 455000 内和 蒙古: 1183000 青海 : 722000\n四川 : 485000 西藏 : 1228000 新疆 : 1660000\n你能 按面积从 小到 大的 顺序排列它们的 名称 吗 ?\n回调查 你所 在的 省 ( 自治区 、 直辖 市 ) 的面积。 IN 200 人 60 平方的 发生 f\n本单元结束了，。 的面积是 1 公硕。 你有 什么收获 ? 网 RS\n成长 小档案 Ne\n® EY\n37,740,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学四年级上册,24,2025-07-21T14:23:07.010Z,2.0,义务教育教科书 · 数学四年级上册,四年级,ocr,unknown,0.5891472868217055,0.5,0.74,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学四年级上册.pdf,义务教育教科书_·_数学四年级上册.json,数学,81
