Chunk_ID,Chunk_Index,Content,Content_Length,Quality_Score,Reliability,Source_Type,Original_Content,Enhancement_Version,book_name,chunk_index,enhancementTimestamp,enhancementVersion,filename,grade,processing_method,publisher,qualityMetrics_chineseCharRatio,qualityMetrics_coherenceScore,qualityMetrics_lengthScore,qualityMetrics_ocrConfidence,semester,source,source_file,subject,total_chunks
义务教育教科书_·_数学五年级上册_chunk_10,10,"峰 wpsoorxanes na\n买了 2 袋大 米， 每袋 30.6 元 ; 还 Ce EESEEE [\n买了 0.8 kg 肉， 每千克 26.5 元。 ER\n剩下 的钱 还够 买一 盒 10 元的 ee\n鸡蛋吗 ? 还够 买一 盒 20 元的 ”ER |\n鸡蛋吗 ? EL\n阅读与 理解知道了 .……:\n要解决的 问题是 ……\n分析 与解答你 能用 估算解决这 样的 问题吗 ? 国\n_ 丙各 | 惠价 基本 | 二他 | | 1 入不 到 31 元 ,2 条不 到 62 元 :| 仆人二 下 1806<31| 2 | <62 || o8ke 内不 到 27 元再 天一 | 人下 7\n1 | ez) 4T | QASE\n可于\n性人 we TREEE3EIG\n的和 1ke 内超过 25 元 ,08 超过 | | 天下 130630| 2 | >60\n25x08-20( 元 ) 如果 买 20 元 || H |26525 08 | >20 |\nBAT EARAE h%| 2 | 1 | 20|\n小红 答， 回顾与 反思小 亮和 小红 的估算方法有 什么不 同 ?\n15",490,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学五年级上册,10,2025-07-21T14:23:06.036Z,2.0,义务教育教科书 · 数学五年级上册,五年级,ocr,unknown,0.4281524926686217,0.5,0.49,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学五年级上册.pdf,义务教育教科书_·_数学五年级上册.json,数学,85
义务教育教科书_·_数学五年级上册_chunk_11,11,"是人 示准 =\n(9] 右面是 某地 出租车的 计价标准。 计价标准李 叔叔 乘坐出 租车行驶了 6.3 km， 3 及避 内了 元他 应付出租车费 多少 钱 ? 超过 3 km 的部 分， 每千 米 15 元\n(不足 1km,， 按 1km 计算 )。 阿扇 与理解号\n行驶的 里程 是 6.3 km， 超过 >\n知道了 …… 3 km 了， 需要 分段 计费。 2\n要解决的 问题是 ……\n分析 与解答小 亮这 样想 ;\n63m 人器 7 元\n3.3km 按 4km 计算 4x1.5 元 7+1.5x4\n3 km 7km = 7+6\nLL_ LI L LI------ = 13( 元 )\n7 元 ”15 元 / 千米\n小红 这样 想 ;\n可以 先把 6.3km 看作 7lm， 按每 千米 1.5 元计算， 再加 上前 3 lm 少算 的。 1.5x7=10.5( 元 )\n前 3km 少算 : 7-1.5x3=2.5( 元 )\n应付 : 10.5+2.5=13( 元 )\n答 7 .\n回顾与 反思你 是怎样解答的 ?你能 完成下 面的 出租车价格表 吗 ?\n行驶的 里程 ,mm | 1 | 2 | 3 | 4 | 5 | 6 | 7 1 8 | 9 10]\n出租车费 元 | | | | | | | | |\n16",562,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学五年级上册,11,2025-07-21T14:23:06.036Z,2.0,义务教育教科书 · 数学五年级上册,五年级,ocr,unknown,0.4717948717948718,0.5,0.562,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学五年级上册.pdf,义务教育教科书_·_数学五年级上册.json,数学,85
义务教育教科书_·_数学五年级上册_chunk_12,12,"4 练习四\n佬计算下 面各 题， 怎样 简便就 怎样计算。 54.9x0.38 4.05+37.85 1.25x0.7x0.8\n9.8x25 6.1x3.6+3.6x3.9 2.96x40\n@ 用 40 元钱 买下 面的 东西够 吗 ?” 和同 桌说 一说 你是 怎样算 的。 AF CR\nA%|\n(3 一个 房间长 8.1m， 宽 5.2 m。 现在 要铺 上边 长为 0.6 mm 的正方形 地砖， 100 块够 吗 ? (不考虑损耗。)\nO) 王老 师骑 车上 班， 每小 时骑 行 15 km， 从家 到学 校要 用 0.25 小时， 他家 离学 校有 多远 ?” 如果 改为 步行 ,他每 小时 走 5 km， 用 0.8 小时 能到 学校 吗 ?\n同学校 食堂准备购买下 面 4 箱水 果，200 元够 吗 ?\n® 2010 年全 国国 内生产总 值约 40 万亿 元，2020 年全 国国 内生产总 值比\n2010 年的 2.5 倍还 多 1.6 万亿 元。2020 年全 国国 内生产总 值约 是多 少 ?\n17",464,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学五年级上册,12,2025-07-21T14:23:06.036Z,2.0,义务教育教科书 · 数学五年级上册,五年级,ocr,unknown,0.528023598820059,0.5,0.464,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学五年级上册.pdf,义务教育教科书_·_数学五年级上册.json,数学,85
义务教育教科书_·_数学五年级上册_chunk_13,13,"@ 某市 自来水公司为 鼓励节约用 水， 采取 按月 分段 计费 的方法收取水 费。 用水 量在 12 { 以内 每吨 2.5 元 ; 超过 12t 的部 分， 每吨 3.8 元。 (1 ) 小云 家上 个月 的用 水量 为 11t， 应缴 水费 多少 钱 ?\n(2 ) 小可 家上 个月 的用 水量 为 17 t+， 应缴 水费 多少 钱 ?\n图五 (1) 班 35 名师 生照 合影， 每人 一张 合影 合影价格表\n照片， 一共 需付 多少 钱 ? 民作 缚 2\n〈 含 5 张照片 )\n加印 一张 2.5 元\n9 某地 打固 定电话每 次前 3 分钟 及以 内收费 0.22 元 ,超过 3 分钟 的部 分每 分钟\n收费 0.11 元 (不足 1 分钟 , 按 1 分钟 计算 )。 妈妈 有一 次通话 8 分 29 秒， 她这 一次 通话的 费用是 多少 ?\n@@ 邮局邮寄信函的 收费标准如 下表。 计费 单位国生\n100 g 及以 内的， 每 20 g\n(不足 20 g， 按 20g 计算 )\n100 g 以上 部分， 每增加 100 g 加收\n(不足 100 g,， 按 100g 计算 )\n(1 ) 小亮 寄给 本埠 同学 一封 135 g 的信 画， 应付 邮费多 少钱 ?\n(2 ) 小琪 要给 外起 的板 叔寄 一封 262 g 的信函， 应付 邮费 多少 钱 ?\n(3 ) 你还 能提出其 他数学问题并 解答吗 ?\nII 1\n本单元结束了， 3 区你 想说 些什 么 ?\n成长 小档案我 的斤 间\n18",664,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学五年级上册,13,2025-07-21T14:23:06.036Z,2.0,义务教育教科书 · 数学五年级上册,五年级,ocr,unknown,0.6807095343680709,0.5,0.664,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学五年级上册.pdf,义务教育教科书_·_数学五年级上册.json,数学,85
义务教育教科书_·_数学五年级上册_chunk_14,14,"、\n位置\n中 | | [&2 | | 急 | 人\nLU0 An 者 ALL |\n(1 革国民和 0)\n怖古 | 本人 【UL y g\n1 芽间 有骨 必河 | 司期 RCYwe: PREO, (RRCM\n有中 of Al JOEA 上 [1 | 局 LN\n人司 E 全全 思， /全的 和人 | 全全 | 克本 上人生\n[CA T 国人一\ny = ..E & 名全， / IYN 1 [| 区 | i biayya | | 下有 1\n| = Sme | | & I TI 让图 | L| [| NEN yo-\n二 ER — — V\n_ = ]\n| | | | | |\n张亮 同学， 你 DDDDDD O\n有什么问题 ? 第 5 行上 [CO CD CC CD\np- — 3 | 号 | 号 ma |\nER\n你 ENET\n作品 o o o\n站 1 己方广 ] 广 ] 广 ] 广本 | | 第 1 行 [Ci 一一 3 o\n一第 1 列第 2 列第 3 列第 4 列第 5 列第 6 列\nS 张亮 的灯亮了， 他在 第 2 列 、 第 3 行， A 他的 位置 可以 用数 对 (2，3 ) 表示。 (1) 王艳 的位 置用 数对 表示是 (4，， )， 赵雪 的位 置用 数对 表示是\n(， )。 看一 看有 什么不 同。 (2) 数对 (6，3 ) 表示的 是王 乐的 位置， 你能 指出哪个是 王乐 吗 ?\n仇做 一做\n举出 生活中 确定位 置的 例子， 并说 一说 确定位 置的 方法。 19",649,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学五年级上册,14,2025-07-21T14:23:06.036Z,2.0,义务教育教科书 · 数学五年级上册,五年级,ocr,unknown,0.466824644549763,0.5,0.649,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学五年级上册.pdf,义务教育教科书_·_数学五年级上册.json,数学,85
义务教育教科书_·_数学五年级上册_chunk_15,15,"(2] 动物园 示意图， 小尖 本和 到也 1\n村) 局最 中\n\n2 ™ -\nwnsn (3,00)_- fb\n表示大 门的 位置。 |\n(1) 你能 按这 样的 方法表示其 他场馆的 位置 吗 ?\n(2) 在图 上标 出下 面场 馆的 位置。 狮虎 山 40，1) 猩猩馆 (1，5) 飞禽馆 (5，5 )\n仇做 一做\n@ 照样子 写出 下图 中字母 @ 标出 下列 各点 并依次连 成封闭图\n的位 置。 形， 看看 是什么图 形。 A(5,8) B(，) A(5,9) B(2,1) C(9,6)\ncC，) pC，) D(1,6) E(8,1)\n下 1\nEEEEEEEE EEEEESEE\n本面 面面 面面 而面 轿国 加本 古国国 面面 面古国国 硬\nZUTTD AEEEEEEEE\nSEE sr\n:ER 后醒 因本 面面 面面 面国 本\n4EDNTEED MEEEEEEEEE\n2 机本 面面 面面 面男 男硬 面村 面面 面面世男 男面 面面 拉丁面 面面 面面 男男 硬面\nENEENEEEEE ENEEEEEEEE\n0128345678910 012345678910\n20",494,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学五年级上册,15,2025-07-21T14:23:06.036Z,2.0,义务教育教科书 · 数学五年级上册,五年级,ocr,unknown,0.44919786096256686,0.7999999999999999,0.494,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学五年级上册.pdf,义务教育教科书_·_数学五年级上册.json,数学,85
义务教育教科书_·_数学五年级上册_chunk_16,16,"9 , 半装 贺吏 国。 果本 有效 Mf (3，?， 才去。 你能 只样子用\n数对 表示其 他几 个水 果的 位置 吗 ?\n站\n: 四大事本 芷人\n1 2 3 4 5\n@ 表中 的 “ 山 ” 用数 对 (1，5 ) 表示。 (1) 像上 面这 样说 一说 “ 春 ” “ 雪 ?” “ 花 ” “ 士 ” 5\n的位 置。 4\n(2) 数对 (4, 2) 和 (2， 4) 分别 表示 哪 3\n个汉字的 位置 ? 2\n\n1234 5\n© (9, 8) 这一 格已 经涂 好了， 你能 接着涂 一涂 吗 ?\nFEEEEREEEEEEEEEOFED (9,8) (6,11)\n网夯 面面 国男 面男 面本 画面硬 国画面面 国\n+[EDTDTPDTD (12.11) 45,10)\n45 二 DT (13.10) (6.40)， 1 加二 国国 站 (12.10) (7,10)\n2 0 6 9)\nEEEEEEEEEE :\nEPE 29 (4,6)\ns [LI[[[[M[[[[[[] (14.6) (4,5)\n7 DPID 45 (5.4)\no CI T\nSCTTI TI] (18,4) (6,3)\nPP 3 (7.2)\n本面 男面 国面 硬面 硬面 硬面 面面 面面，， zFHEEDEDDDD 2 (8.1)\n\n1234567 8 91011121314151617 (9, 1) (10, 1)\n21 @ 用本\n|\nL.{\n|",617,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学五年级上册,16,2025-07-21T14:23:06.036Z,2.0,义务教育教科书 · 数学五年级上册,五年级,ocr,unknown,0.29777777777777775,0.5,0.617,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学五年级上册.pdf,义务教育教科书_·_数学五年级上册.json,数学,85
义务教育教科书_·_数学五年级上册_chunk_17,17,"@ 用本\n|\nL.{\n|\n\n人， Eee ai np E —— —)yill 有\n(1 ) 用数 对表示麦 冬 、 当归 和五 味子 的位 置。 人在\n(2) 三七 在 (8，6 ) 的位 置， 请你 在图 中标 出。 -\n(3) 请你 分别 用数 对表示下 面这 些中 药的 位置 :\n芦根 、 桃位 、 冬瓜子 、 昔杏仁 、 炙百 部。 9 , [ESES 国国 | | 名称 | 白慌 了 | 黑棋子\nRi 恒 i 回 ij | 三 | 宇 | 二\n| 国看 南 : 后 -\nmomE m]| | 二 | 和 |i\n,| 国 A 国国 引 | 全 |\nmEER2]2|¢\n,全加 ws 固加 中 | 六 | |\na b c¢ d e f g h\n在国际象棋中， 棋子 的位 置可 以用 字母和 数字来 表示， 如白 方的 “ 王 ”\n在 (e，1) 处。 (1 ) 像上 面这 样说 一说 其他 棋子的 位置。 (2 ) 用上 面的 方式还 可以 描述棋子的 移动过 程， 如白 方 (8，1) 处的\n马进 到 〈( 几 3 ) 处， 黑方 4dg，7 ) 处的 兵进 到 (qd，6 ) 处。 你能 分别 标出 它们移动后 的位 置吗 ?\n\n全设计一 个图 形， 向你 的同 桌描述各 顶点的 位置， 让他 (她 ) 在方 格纸 上画\n出来。 22 @ ;orrrrFEEEED (1) 先用 数对 表示三 角形各 个顶点的 位置， 再\n C 和人\n本面 面面 面面 面面 面面 分别 画出 三角形向 右和 向上 各平移 5 个单\n6 1r1rrl 立后 的图 形二。，e\n$ CETIITTT (2) 用数 对表示平移后 图形 顶点的 位置， 说一\n2 Da 说你 发现 了什么。 AL TTTTTTTT]\n012345678910",772,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学五年级上册,17,2025-07-21T14:23:06.036Z,2.0,义务教育教科书 · 数学五年级上册,五年级,ocr,unknown,0.5681818181818182,0.5,0.772,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学五年级上册.pdf,义务教育教科书_·_数学五年级上册.json,数学,85
义务教育教科书_·_数学五年级上册_chunk_18,18,"AL TTTTTTTT]\n012345678910\n\n© 图书馆所 在的 位置 可以 用 (4, 3) 表示。 E 100m 北在 学校 以东 400 m， 再往 北 300 m 处。 :| 二二 1\n(1 ) 像上 面这 样描述一 下其 他场所的 位置。 7 CemEmmmmu\n(2) 王玲 家在 学校 以东 300 m， 再往 北 400m STT1T DEEda\n\n处， 赵华 家在 学校 以东 800 m， 再往 北 “2 中直 呈本\n机 B - 、， 1 ENENEENEEE\n700 m 处。 在图 中标 出这 两名 同学家 的学 校 | | | |\n、 012345678910\n位置 [o]\n(3 ) 上周 六 , 王玲 的活动路 线是 (3,4) -> (4,3) > (6,5) > (3,6)\n一 (3，4)。 说一 说她 这一 天去 了哪些地 方。 4 AN\n本 @ 生活中 的数学\nSN\nAAAN . 本人 和生生 | 适过 地球 上的 经度 和纬度， 人们 可以 确定一\nALL Bly 个地 点在 地球 上的 位置。 SA 北京的 地理 位置 是北纬 39*56'、 东经 116*20'。 II\n本单元结束了， 我 by 区 _\n你想 说些 什么\n成长 小档案我 的疑问 : 和\n23 除法\n(3) 小效 除 ;\n利目 ”除数是 整数的 小数 除法 )\n(1] 王鹏 坚持晨练， 计划 4 周跑步 22.4km， 他平均每 周应 跑多 少千 米 ?\n22.4+4=\n想一 想 : 被除数是 小数 该怎么除 呢 ?\n有术 转化为 整数计 并。 22.4 km =22400 m\n外 22400+4=5600(m)\n站 5600 m =5.6 km\n区 4 万 2 6__。 商的 小数 点要 和被\n7 60\n你能 试一 试吗 ? 二 A 2 二 .表示 24 个十 分之 一。 2 4\n\n帮做 一做\n列竖 式计算下 面各 题。 9.6+4 25.2+6 34.5+15\n24",853,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学五年级上册,18,2025-07-21T14:23:06.036Z,2.0,义务教育教科书 · 数学五年级上册,五年级,ocr,unknown,0.4745484400656814,0.5,0.853,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学五年级上册.pdf,义务教育教科书_·_数学五年级上册.json,数学,85
义务教育教科书_·_数学五年级上册_chunk_19,19,"(2] 王鹏 的爷爷计划 16 天慢跑 28 km， 他平均每 天应 慢跑多 少千 米 ?\n28+16=\n1.7 5\n1 6 ]2 8.00\n16\n120 …… 添 0 继续除， 表示 120 个 (，) 分之 一。 112\n8 0 …… 添 0 继续除， 表示 80 个 ( ) 分之 一。 8 0\n\n想一 想 : 计算除数是 整数的 小数 除法要 注意什么 ?\n(3] 王觅 计划每 周跑 5.6 km， 他平均每 天应 跑多 少千 米 ?\n56+7=\n为什么要 商 0 呢 ? —0.[]\n7 ) 5.6\n口 ]\n\n7 B—\n计算下 面各 题。 (1)72+15 14.21+7 25.5+6\n(2)7.83+9 0.54+6 6.3+14\n(3)12+16 1.26+28 0.416+32\n25 4 练习六\n人 @ 计算下 面各 题， 看看 你有 什么发 现。 42+3 84+4 91+14\n4.2+3 8.4+-4 9.1-14\n人加 《新编 童话集 》 一套 共 4 本， 总价 >\n99.8 元。 平均每 本多 少钱 ?\n© 和爸 爸打 长途 电话， 通话 12 分钟， 花了 8.4 元 ,平均每 分钟 花多 少钱 ?\n加计算下 面各 题。 43.5+29 6.6+-4 18.9+-27 1.35+15\n28.6+11 37.5+6 20.4+-24 3.64+-52\n人回 FHEMKBLEE, — REEES3 次共 跳跃 7.74 m， 这只 青蛙平均一 次跳\n多远 ?\n人 @@ 下面 各题 算得对 吗 ” 把不 对的 改正过 来。 24-15=16 1.26+18=0.7\n16 0.7\n15) 24 1 8) 1.2 6\n9 126\n90 0\n90\n\n@ 计算下 面各 题， 并用 乘法验算。 15.6+12 328+16 1.35+27 0.646+19\n26",798,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学五年级上册,19,2025-07-21T14:23:06.036Z,2.0,义务教育教科书 · 数学五年级上册,五年级,ocr,unknown,0.35423728813559324,0.7999999999999999,0.798,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学五年级上册.pdf,义务教育教科书_·_数学五年级上册.json,数学,85
义务教育教科书_·_数学五年级上册_chunk_20,20,© 为推进节 水型 城市建设， 某市 5 年共 发放 节水 龙头 319.46 万只。 平均\n每年 发放 多少 万只 ?\n© 下面 哪些题 的商 小于 1? 在括号里 面 “\A ”。 12+8 1.8+12 10+25 0.27+9\n( ) ( ) ( ) ( )\n5.04=6 76.5+45 45+36 0.84+28\n( ) ( ) ( ) ( )\n想一 想 : 什么情况下 得到 的商 比 1 小 ?\n人儿 五 (1) 班有 班费 24.2 元， 同学 们卖 废品又 得到 16.4 元。 用这 些钱 正好可 以习\n六二 : :\n¢ n\nire\nlin 5 ARN Y\n; N\n(1 ) 一本 《少年科技 》 多少 钱 ? 一根 跳强 多少 钱 ?\n(2 ) 你还 能提出其 他数学问题并 解答吗 ?\n@ 双休日爸爸带 小勇 去登山。 从山脚到 山顶全 程有 7.2 km， 他们 上山 用了 3\n小时， 下山 用了 2 小时。 (1) 上山 、 下山 的平均速度各 是多 少 ?\n(2 ) 你还 能提出其 他数学问题并 解答吗 ?\n@ 填表。 被队 数 | 15 | 15 | 150 |\n除数 | 5 | 5 | 500 |\nI E\n27,526,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学五年级上册,20,2025-07-21T14:23:06.036Z,2.0,义务教育教科书 · 数学五年级上册,五年级,ocr,unknown,0.5235457063711911,0.7999999999999999,0.526,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学五年级上册.pdf,义务教育教科书_·_数学五年级上册.json,数学,85
义务教育教科书_·_数学五年级上册_chunk_21,21,"上一 个数 除以 小数 )\n(4] 奶奶编 “ 中国 结 ""， 编一\n个要 用 0.85 m 丝强。 用 & 六\n7.65 mm 丝强 可以 编几 个 CR 人 /及\n“中国 结 ""? 信人从 六必 2 本 | 信\n; e8Z/\n7.65+0.85=\n想一 想 : 除数是 小数 该怎么计算 ? 四， 洒可 以把 除数转化 L\n成整数 ,同时 …' | Ad\n851765 085)7.65\n有殉 风了\n;扩大到 它的 100 信 ;， ; 扩大到 它的 100 倍 |;\n\n9.85)7.6 5\n765\n\n仇做 一做\n先说 说下 面各 题的 除数和 被除数需要同时扩大到 原来的 多少 倍 、 怎样 移动小 数点， 再计算。 2.6 162.4 0.34 ]2.38 0.16 1 0.544\n28 (5] 12.6+0.28=\n被除数位 数不 | | 六二 一二 ;在被 除数的 末尾够 怎么办 9:28, 1 (用 “0” 补足。 & 45\n0.2 8 1 2.6 0\n112\n140\n140\n\n大家 来讨论 ; 除数是 小数 的除法应 该怎样计算 ?\n了 1。 先移动除数的 小数 点， 使它 变成\n」 2 除数的 小数 点向 右移动几 位， 的小 数点 也向 右移动\n]*。。。 几位 (位数 不够 的， 在被 除数的 末尾用 补足 );\n.3， 然后按 除数是 整数的 小数 除法进行计算。 仇做 一做\n人 @@ 计算下 面各 题。 2.19+0.3 5.58+3.1 0.84+3.5 7.05+0.47\n51.3+0.27 25.6+0.032 5.88+0.56 26+0.13\n人下 面各 题算得对 吗 ? 把不 对的 改正过 来。 8 4 5 1.4\n1.8)1.4 4 2.6 J1 1.7 3.2) 4.4.8\n_144 104 _82\n0 130 128\n130 128\n0 0\n29",806,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学五年级上册,21,2025-07-21T14:23:06.036Z,2.0,义务教育教科书 · 数学五年级上册,五年级,ocr,unknown,0.45161290322580644,0.7999999999999999,0.806,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学五年级上册.pdf,义务教育教科书_·_数学五年级上册.json,数学,85
义务教育教科书_·_数学五年级上册_chunk_22,22,"4 练习七\nO 把下 面的 算式转化成 除数是 整数的 除法算式。 4.68-1.2=| |+12 2.38:0.34=| | :| |\n5.2*0.32=| |+32 161:0.46=| |+[ |\n@ 计算下 面各 题。 5.98+0.23 19.76+5.2 10.8+4.5 2.7+7.5\n21+1.4 8.84+1.7 6.21+0.03 15+0.06\n人图 驼鸟 是世界上 最大 的鸟。 一只 能乌 重 134.9 kg, —HXMES kg, b\n鸟的 体重是 天狼 的多 少倍 ?\n@ |1o| 1 24 | 30\n_18 |:| 24 |= 13.5:| 0.3 |=\naa\n(5 : PS >\nsy 是证 OWh 于 Ve ES， -\nEre Ey 人 \ — . N_s X - rs\nL \ 人 < 站华 果之 乡今年的 苹果冠军重 0.67 kg， 小明 摘的 芋果 重 0.25 kg. FRE\n军的 质量是 小明 摘的 苹果的 多少 倍 ?\nO 小云 家有 一块 长方形的 菜地， 面积 是 68.4 m?。 菜地 的宽 是 7.2 m， 长是\n多少 米 ?\n30",500,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学五年级上册,22,2025-07-21T14:23:06.036Z,2.0,义务教育教科书 · 数学五年级上册,五年级,ocr,unknown,0.327027027027027,0.7999999999999999,0.5,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学五年级上册.pdf,义务教育教科书_·_数学五年级上册.json,数学,85
义务教育教科书_·_数学五年级上册_chunk_23,23,@ 根据 第一 列里 的数 填出 其他 各列 里的 数。 | wn [w [ws |[om\no|aew een\n全小 林家这 周出 售自家种 植的 草皮共 收入 455 元， 每平方米 草皮的 售价 为\n6.5 元。 小林家这 周售 出了 多少 平方米 的草皮 ?\n© 计算下 面各 题， 看看 你有 什么发 现。 6:1.5 12:12 49.5:1.1\n6+1 1 2 1 49.5+1\n6+0.5 12:0.8 49.5:0.45\n6-0.2 12-02 49.5-0.3\n全清风小 区去 年年 底全 部改 用节 水龙头。 今年， 王奶奶家 上半年节约水\n费 34.5 元， 李奶奶家 第二 季度节约水 费 21 元。 谁家 平均每 月节约的\n水费 多 ?\n@ 在第 三十 二届 夏季 奥林 匹克 运动会 男子 4x100 m 接力 决赛中， 中国 队以\n37.79 秒的 成绩 再创 佳绩。 平均 每位 运动员 用时 多长 ?\n介假日里， 王老师带 一组 同学去 森林公园。 公园 门票 每人 4.5 元， 购买 门票一 共花 了 58.5 元。 购买 返程车 票共 需 32.5 元。 你能 提出数学问题并 解答吗 ?\n31,517,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学五年级上册,23,2025-07-21T14:23:06.036Z,2.0,义务教育教科书 · 数学五年级上册,五年级,ocr,unknown,0.6121372031662269,0.7999999999999999,0.517,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学五年级上册.pdf,义务教育教科书_·_数学五年级上册.json,数学,85
义务教育教科书_·_数学五年级上册_chunk_24,24,V 商的 近似数 )\n在实际应 用中， 小数 除法所 得的 商， 也可 以根据需要， 按 “四售 五人 ”法保留一 定的 小数位数， 求出 商的 近似数。 (6] 爸爸给 王鹏 买了 一简 羽毛 球， 这人 简羽 毛球 19.4 元， 每个 羽毛球 大约 多少 钱 ?\nCR\n人了 ¢ 人\nR 组过\nSS\n19.4=12=\n1.6 16 保留两 位小 数 :\n12)19.4 19.4+12~1.62(7T)\n12 __ H\n7 4 、 让 . 、\n计算价钱， 保留 两位\n-一一 小数， 表示 精确 到分。 1 2 保留一 位小 数 :\n—_— 19.4-12=1.6 (J0)\n80\n7 2 |\n8 计算价钱， 保留 一位\n小数， 表示 精确 到角。 求商 的近似数 时， 先计算到 比要 保留的 小数\n全位 数多 一位， 再将 最后 一位 “四含 五入 ”。 矿做 一做\n计算下 面各 题。 4.8=2.3 1.55+3.9 14.6+-3.4\n(得数 保留一 位小 数 ) 〈 得数 保留两 位小 数 ) (得数 保留整数 )\n32,470,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学五年级上册,24,2025-07-21T14:23:06.036Z,2.0,义务教育教科书 · 数学五年级上册,五年级,ocr,unknown,0.5752212389380531,0.7999999999999999,0.47,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学五年级上册.pdf,义务教育教科书_·_数学五年级上册.json,数学,85
义务教育教科书_·_数学五年级上册_chunk_25,25,"肯循环小 数 )\n的王 鹏跑 400 m 用时 75 秒， 他平均每 秒跑 多少 米 ?\n和 2 p 有克 PS 了站\nON 人 be\nsi W 电全\nse | : 四\nas\n-—— Rs。 ) —\n400+75=\n5.333\n余数怎么总 是 “25""? 75/400\n继续除 下去， 可能 永 _875 商的 小数 部分 总远 也除 不完。 250 是重复出 现 “3""。 2 2 5\n250\n肌 - 2 25 聘部 250\n过 2 2 5 一\n25\n(8] 计算下 面各 题， 说一 说商 有什么特点。 28+18= 78.6=11=\n一个 数的 小数 部分， 从某 一位 起， 一个 数字或 者几 个数字依次不 断重 复出现 , 这样 的小 数叫 作循环小 数。 像上 面的 5.333… 和 7.14545… 都是 循环小 数。 33 一个 循环小 数的 小数 部分， 依次 不断 重复出现 的数字， 就是 这个 循环小 数的 循环节。 例如 :\n\n5.333… 的循环节 是 3。 7.14545… 的循环节 是 45。 6.9258258… 的循环节 是 258。 写循 环小 数时， 可以 只写 第一 个循环节， 并在 这个 循环节 的首位和 末位 数字 上面 各记 一个 圆点。 例如 :\n\n5.333… 写作 5.3\n\n6.9258258… 写作 6.9258\n/ 做一 做\nO 用简便形式写 出下 面的 循环小 数。 1.9555…' 1.746746… 0.105353:--\n@ 计算下 面各 题， 除不 尽的 先用 循环小 数表 示所 得的 商， 再保留两 位小 数写\n\n出它 的近似数。 2.29+1.1 153+7.2 23+3.3\n\n算一 算， 想一 想 : 两个 数相 除， 所得 的商 如果 不是 整数， 会有 哪些情况 ?\n\n15+16= 1.5+7=\n\n全",798,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学五年级上册,25,2025-07-21T14:23:06.036Z,2.0,义务教育教科书 · 数学五年级上册,五年级,ocr,unknown,0.5380622837370242,0.5,0.798,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学五年级上册.pdf,义务教育教科书_·_数学五年级上册.json,数学,85
